1,站点 特色 比萨 辣味 特色 薯条 口感 很棒
0,牛肉 几片 量 超少 大洋 不值
0,量 真的 少 点儿
1,挺不错
0,花 两个 半小时 送来 卷饼 凉 语 没见 更 差 外卖
0,十一点 下单 一点 送到 菜量 超级 少 味道 还好
1,收到 煎饼 余温 塌 再慢
1,挺快 菜 送来 热
1,午餐 高峰 时段 速度 很快
0,中午 十一点 定 餐 下午 四点 送到 点 西红柿 鸡蛋 面 面和汤 分开 装 送过来 面全 坨 汤全 撒 语
0,发票
1,送餐 挺快 没吃过 这家 菜 第一次 吃 鱼香肉丝 图片 不太 放 好多 青椒 胡萝卜 想要 味道 宫爆鸡丁 味道 淡 干 煸 豆角 味道 不错
1,可口 油量 刚刚 美味佳肴
0,时间 长送餐 菜 饭量 少 有点儿 硬
0,送餐 人员 不错 打电话 说会 晚一点 菜 实在 太 难吃 吃 几口 扔掉 做 难吃 两个 菜 油 咸 要死 淡 没味 再也不会
0,晕 点 送过来 送过来 我情 何以堪
0,太慢 实在 难以忍受
0,难吃
0,回锅肉 吃 全是 肥肉
1,买 肉夹馍 没 吃 好大 一碗 面
0,推荐 回锅肉 盖饭 真的 太 难吃 全是 肥肉 再肥
0,有史以来 吃 难吃 卷 饼 八宝菜 更是 不敢恭维 难吃 死 再也 这家 订餐
0,煎饼 没什么 亮点
1,披萨 好肉
1,好吃 量 快递 小哥 服务 一流
1,速度 挺快 感谢 送货 大姐
0,送 太慢 送 餐员连路
1,赞 速度 特别 快 口感
0,备注 全麦 面包 白 面包 百度 外卖 送 餐员 真的 很烂 第一次 无视 客户 点餐 说 一句 话 难
0,薯条 好吃
0,点多 两个 小时 没 送到 太 垃圾 再也 不订
0,网上 订单 写 地方 送 餐员非 块钱 太 专业 门口 一顿 嚷嚷 令人发指
0,送餐 师傅
0,牛肉 条 太少 味道 不错
0,粥 不错 饼 太油 散
0,鸡腿肉 卷 肘子 尖椒 搭配 不太 喜欢 感觉 红烧肉
0,世界 难吃 羊肉 泡馍 卖盐 欠 家钱 肯定 打死
0,特别 慢 东西 餐具 番茄酱
0,稍微 有点儿 腻 多些 菜 总体 好吃
1,卷饼 真心 好吃 粥 小菜 送餐 包装 严实 整洁 百度 外卖 免 运费 再减 元 力
1,好吃 速度 快
0,换 两次 套餐 换 次 块钱 没退
0,送餐 太差 送餐 素质 太 差
0,订单 十一点 点 送到 我刚 小心 点错 订单 确认 催单 电话 请问 餐到
1,满意 味道 量
0,太 尼玛 难吃 垃圾 垃圾
1,土豆 肉丝 卷 妈妈 味道 送餐 很快 大赞
1,好吃 很快 不错 酱香 鸡腿 卷 中 蔬菜 多点 更好
1,商家 真的 在意 备注 留言 米饭 辣椒 一点 辣椒 没放 小黄鱼 没 炸 干 油 不太好
0,好评 快递 差评 百度 取消 订单 醉 慢慢 少 百度
0,送货 时间 长 洒
0,薯条 没 番茄酱
1,送餐 很快 谢谢
0,先 说 服务态度 接线员 工 态度 太 差 建议 订餐 电话 催单
1,外卖 师傅 一级 棒 师傅 主动 帮忙 帮 垃圾 带 太 贴心
1,量 好吃 每次 点 够吃 两次
0,好吃 好吃 点定 点半 送餐 点 吃 够 挺好吃 量 算 不错
0,餐盒 裂 饺子 脏 妈 送餐 说 吃 逼养 炒 鱿鱼 态度 送餐 操行 可想而知 餐馆
0,偏 咸口
0,咖喱鸡 肉 烩 意面 不知 鸡肉 滋味
0,太慢 小时 多才 送到
0,慢 图片 符合 吃
1,外卖 大哥 态度
0,我要 疙瘩汤 送来 西红柿 鸡蛋 汤 醉
1,薯条 很大 好吃 送餐 快
0,凉皮 里配 面筋 异味
1,送餐 很快 味道
0,店里 吃 差远了 少 好多好多 洋葱 送达 倒 很快
1,送餐 有慢 品质 不错
0,点 馒头 片 送 希望 下次 补上
0,送 真快 快点 晚饭 吃
1,记得 点 萝卜 片 吃 吃
0,速度 很快
1,慢
1,超 好吃 特别 快 很大 一份
0,味道 不错 送货 师傅 平均 不停 打电话 催 分钟 告诉 走 忙
0,确实 没 煎饼 摊儿 好吃 优点 卫生
0,两份 米饭 一盒 一份 菜 侧 放 菜汤 流 桌子
0,点 餐 点多 手里 上班 吃
1,味道 真心 不错 家里 做 感觉
1,好吃 清淡 油腻
0,吃 拉肚子 饭菜 质量 卫生
0,外卖 版 没 菜 一点点 豆芽 泡菜 西葫芦
0,太慢 半小时
0,差评 饭 难吃 送餐 慢
0,晚 分钟 咖啡 凉 蛋糕 都化 崩溃 蛋糕 放在 咖啡杯 里 送 语
0,送餐 师傅 服务质量 太 差 送过来 坨
0,油撒 袋子 里 全是 油 味道 行 送餐 迟 分钟
0,吃
0,送餐 速度 很快 味道
1,很香 好吃
0,送过来 冷掉
0,点定 单子 店长 点才 醉
1,很棒 很快 快递 小哥 礼貌
0,牛 鸡 送成 两个 牛 肉筋 南瓜 粥 好喝 约 点 点 送到 醉
1,送餐 师傅 不错
1,送达 时间 下午 一点
1,儿子 喜欢 吃 站点 昨天 脚崴 出门 只能 外卖 赞 披萨 提前 做好 翻热 硬 亚运村 店 吃 披萨 烤制 时间 不短 昨天 下单 送来 时间 不太对
1,没 送 果汁 送 餐员 说
1,
0,拌 饭 米 太软 吃 感觉 糊在 嘴里
0,没 减单 优惠
0,早上 点订 下午 点多 送到 催 两次 味道 百度 把握 入驻 商家 质量 这关
0,肥肉 太多 吃 嘴唇 破
1,分量 足 味道 凉 不错
1,味道 不错 瘦肉 多点 更 完美
0,没 可乐
1,好吃 送餐 工作人员
0,送货 挺快 味道 好吃
0,第一次 情况 打包 小哥 只装 三份 薯条 送过来 没管
0,我点 拌 饭 饭太少
0,他家 太 有意思 一共 卷饼 豆浆 送到 发现 少 杯 豆浆 找 客服 解决 下次 订单 备注 送 杯 豆浆 吃个 外卖 带 预付款 新鲜
1,帮 同事 订
0,味道 酱汤 汤多料 少 土豆 水果 沙拉 不错
0,差
1,快 没 说
1,不错 外卖 小哥 挺好玩 东西 不错 肘子 好吃 粥 一根 短 头发
1,土豆 不错 肉丝 太 少
1,百度 骑士 人好 速度 快
1,凉 好吃
1,真快 好吃 实惠
1,送餐 很快 服务周到 很赞
0,忍无可忍 中国 电子 大厦 送 这么久
0,强烈建议 别买
0,送餐 很快 好吃 干净 卫生
1,天天 吃 长胖
1,送饭 大哥 客气 不好意思
0,我点 排骨 油 豆角 一块 排骨 木有 有没有 搞错
1,送 餐员 服务 满意
0,太差 送 餐员 态度 全 慎重 态度 说 粥 撒
1,送餐 特别 快 态度 辛苦 谢谢
1,经济 实惠 好吃
0,菜品 不错 配送 员 似得 一个多 小时 送来 一看 新手 特别 恼怒 上次 配送 员慢 接近 小时 说
0,昨天 中午 送 餐盒 烂 说 一会 送 送过来 皮带 瘦肉粥
0,饭菜 没 说 好吃 第一个 送 外卖 女 实在 生气 找 不到 地方 理解 莫名其妙 挂 两回 电话 理解 态度 差
0,一个半 小时 两份 饭 错 送 饮料 没 送
0,真 心服 少送 一份 说装 少 送 餐员 核对 补 送还 没 上班
0,不好 点半订 餐 餐厅 餐 错 新 送 快递 师傅 点 订单 退 餐 改为 餐 送到 点半 吃 餐厅 生气 里 写 超过 预定 送餐 时间 半小时 赔付 餐费
1,味道 不错 适合 饭量 包装 贴心
0,点 预定 点半到 打电话 下楼 说 送错 地方 坑 一点 服务 差 到极点
0,两个 小时 差评
0,辣得 不正 快递 催 两次
0,时间 太久 小时
1,好吃 菜品 味道 爽快 赞
0,胡萝卜 丁 黄瓜 丁 玉米粒 饭里 番茄酱 稍微 少 点 蛋饼 还好
0,送餐 好慢 离得 近 送 小时 太 好吃 难吃 嘴 特别 油
0,少 一根 烤肠要 两根 一根
0,没 烹饪 技术 不太 好吃 辣 没 提示 营销 做得好 没用
1,神速 服务态度 菜品 味道 不错
0,老板 这单 没 送到
0,速度 太慢 两 小时 送到
0,超级 少 盒子 装 不到 一半 牛肉 影子 没 再也 不来
1,好吃 加热 更 好吃
0,上午 下单 下午 送 索赔
0,不怎么样 量 店里 吃少 泡 菜汤 好吃 辣 牛肉 粉丝 好吃
0,送餐 时间 长 送 餐员 服务态度 差
0,宫保鸡 丁吃 不太 好吃 下次 换 口味
1,挺好吃 京酱 肉丝 全是 汁水 不错 肘子 还行 吃 一碗 粥 勉强 吃饱 感觉 少 中号 大胃 不太够
1,配送 不到 好久
0,凉拌 米线 吃 餐馆 出 新品种 试吃 语
0,破 海鲜 炒饭 放 几块 鱿鱼 绿豆 鸡蛋 难吃 一点 味道 元
0,送餐 吃 撒 这人 送到 电梯 一步 走 走 一段 饺子 全凉
1,送餐 速度 快 服务 热情 大拌 菜 不错 整体 好评
0,饭 一点 热 送 很快
0,一份 炸 馒头 片 四片 上次 至少 八片 减量 减价
1,第一次 百度 外卖 感觉 真 送餐 速度 很快 味道
0,小炒 肉 太 垃圾
0,南瓜 粥 酸 天气 热 食物 保鲜
0,饭 真的 太令 失望 没见 烂 外卖 菜花 至少 三天 前 做好 没法 吃 恶心
0,分钟 想 吃晚饭 公司 同事 工作 吃饭 老板 眼神
0,少 皮厚 只值 一块
0,两个 半小时 送到 真的 难吃 特别 咸 难吃 天天向上 坑爹
1,好吃
0,餐 送错 吃
1,寒冷 大风 天气 里 下午 奶茶 终于 热 凉 感谢 骑士 敬业精神
0,红烧肉 里 沙子 配送 汤 倒
1,超级 好吃 喜欢
0,送 餐员 送 超慢 态度 恶略 态度 做 外卖
0,蓝莓 山药 送来 坏 打电话 回 商家 诚意 说 蓝莓 本来 酸 电话 那头 等待 分钟 受不了 电话 挂掉
0,过桥米线 味道不好 竹筒饭 一点点
1,用料 十足 好吃
0,真的 佩服 五体投地
1,芝士
0,送来 瞬间 不想 吃 送 餐员 身上 味道 太大 不好意思 说
0,太 可恶 送还 接单 催 几百遍 不理 客户 从没 碰到 恩劣 商家
1,喜欢 一周 喝 四次 最爱手 榨 柠檬 绿
0,米 路程 小时 送到 走路
0,系统 显示 快递 取货 分钟 打电话 问 快递 员 店 没 取货 欺骗 性质 导致 客户 门口 久
1,一如既往 满意 谢谢 商家
0,送餐 速度 真的 太慢 太太 太慢 送餐 时间 提前 送到
1,干净 味道 合适 满意
1,快递 员 力 很快 送到 谢谢 辛苦 快递 员
0,送餐 时间 超慢
0,石锅 拌 饭量 很小 好吃 蔬菜 沙拉 蔬菜 连料 包 沙拉酱 味道
0,没 吃 一肚子气 送 醋 洒 保证 醋 洒 干脆 别送 包袋 里 全是 醋 一股 酸味 粥 妈 醋 味 吃 打包 点心 配送 没 毛病 外送 师傅 不错
1,送货 快
0,两个 小时 送到 距离 不到 一站 真 语
0,好久 送到 真 慢 预计 晚 降近 半个 小时 电话
0,小时 送达 订餐 需谨慎
0,凉皮 送来 帮 拌 成 坨 难吃 死 差评
0,肘子 肉 味道 淡 肉 硬 带 筋 咬 不动 面饼 发红 感觉 上次 好吃
1,饭饭 热乎 又快又好 冷天 真 辛苦 感谢
0,慢 慢 打电话 不耐烦 口气 很无语
1,百度 骑士 最牛
0,建议 两个 小时 前 订餐
1,排骨面 很香 小白菜 油偏 味道 偏淡 灌肠 不太 好吃
0,口味 淡
1,很快
0,永远 差 效率 点 订餐 送到
1,鸡翅 太坑 小腿肉 好少 菜量 好少
0,整整 两个 小时 收到 饭 说
0,送餐 太慢 半价 优惠 扣 送 餐员 工资 同情 全价 支付 送 餐员 找 不开 少收 七元 菜品 味道 肝尖 本次 不太 新鲜 送餐 时间 过长 菜 捂 面 本次 服务 失望 百度 外卖 应 业务 初期 小利 损失 整体 业务 形象
0,这送 餐员 随便 进 房间 里 送餐 打电话 说 大门 没 关 没等我 开门 走 房门 前 开门 跳 礼貌
0,米饭 少
1,味道 不错 味道 不错
1,想象 中 好吃 分量 很大
1,又快又好 热腾腾 好吃 好吃
0,速度 很快 行
1,送餐 很快 小菜 好吃
0,点 两份 饭 筷子
1,满意 味道 好好 量 足 送餐 快 谢谢 百度 外卖 送餐 师傅
0,点 点 快 一点
0,蔬菜 拌 饭
1,好吃 贵
0,味道 量
1,味道 不错 可惜 量 偏少
0,点半 订餐 妈 下午 一点 四十 送到 俩 小时 妈
0,定 一份 酸梅汤 送到 洒 一袋 酸梅汤 杯口 开 口子 太 粗心
0,送 餐员 送餐 很快 米线 吃 出 胶带 条 醉 店家 消费者 太 不负责任
0,海带 汤 很大 蛋壳
1,吃 完 第二天 拉肚子
1,送货 速度 很快 定 这家 赞
1,冷 送来 热 谢谢 送餐 大哥
1,不错 喜欢
0,鸡肉 太辣
1,下次 记得 带 肘子 里 醋
1,好吃 百度 骑士 棒
1,好吃 提前 送
0,太太 慢
0,商家 时间 概念 送餐 电话 说 楼下 十几分钟 没见 根本就是 骗子
0,送餐 太慢 慢 单 送到 客户端 催单 三次 没 打电话 商家 两次 光送 餐员 打电话 三次 地点 还给 送错 告诉 地点 送到 这时候 送来 上班 没 时间 吃饭 强烈不满 送 餐员 岁数 说 对不起 份 几位 数字 隐藏
0,卤肉饭 差别 蛮
1,大雪 天 辛苦 百度 骑士 赞
1,看着 不错 饭量
1,想到 鸡柳 沙拉 沙拉酱 本来 感冒 不想 吃太腻 没想到 吃
0,一个半 小时 送到 催单 态度 不好
1,不说 速度 满分 希望 加
0,味道 那么回事 米线 量 一半 没 吃 完
1,味道 淡淡的 干净
0,不错 服务
0,口味 挺 米饭 多点 备注 多加 米饭
1,够 爽 好吃 吃
0,送 餐园 挺
0,饭 送来 全洒 还怪 商家 盖子 没盖 没 订过 没见 其他人 洒 兜子
1,披萨 好吃 送餐 小弟 力
0,两瓶 送 一瓶 回来 发现 客服 不通
1,吃 几次 便宜 好吃 送货 快 真心 不错
0,送餐 慢 一个多 小时 距离 马路 对面 两分 套餐 冷
1,纯肉 有种 肉夹馍 味道
1,挺 实惠 吃 撑
0,一万只 草泥马 奔过 一个半 小时 再也不会 订
0,酱 吃
1,味道 不错 实惠
0,巨 难吃 事情 说 三遍 巨 难吃 巨 难吃 慢慢 慢慢 听 订哟 说 假话 咒 吃 外卖 家 难吃 正经 地说
1,挺 挺快
1,味道 不错 还会
0,送货 速度 太慢 餐厅 距离 我家 很近 跑 更 远 地方 送餐 送餐 时间 小时 二十分钟
1,配送 员 包子
0,送餐 很慢 很慢 定 很早 送 一个半 小时 定 粥 没 送 说 退钱 没 退 一点 诚信 状况 再来
0,送餐 时间 太慢
1,香香 哒 粥 喝完 暖 暖 哒 美味 哒 卷 卷 美味 哒 菜 饭 好吃
1,这家 店 菜 吃 不腻
0,一个半 小时 太慢
0,送饭 显示 订单 退款 投诉 消息 在乎 重视 用户 体验
0,超级 难吃 订
0,我要 热 豆浆 凉 想 拉肚子
0,送餐 太慢 每次 超时 商家 催促
0,辣
1,好吃 干净 包装 一流 便宜
1,送 餐员 给力 披萨 好吃
0,送个 餐 分钟 送餐 坐电梯 没 心情 吃
0,蔬菜 特别 新鲜 感觉 烂
0,点 炒面 小时 终于 坨成 石头
1,神速 订完 分钟 果断 好评 快递 小哥 态度 赞个
0,真烂 送 晚
0,酸奶 快 过期 送过来 日期 太热 胀 喝
0,好吃 少 香菜 干丝 外卖 员 退钱
0,一个多 小时 送到 踩点 敲门 很无语 面汤 干 没 味道 最差 外卖
0,奇 难吃 建议 订
0,味道 鸭头 没 切开 吃 真 费劲 餐具 没 特意 标明
0,预计 点 送达 点 送到 这么久 温度 说 粥 撒 一半 塑料袋 里 挺 稠 万幸 没 餐具 这要 餐具 粥 泡 真 贴心
1,送 早 半个 小时 味道 很棒
1,大份 快 见方
0,咖啡 已湿
0,送餐 太慢 折
1,好吃 煎饼
1,手 抓 饼 好吃 要免 配送费 完美
0,送餐 态度 太差 说 几次 地点 每次 走 近 一点 路 走 远 丧失 路 外卖 意义
1,猪蹄 太 好吃 煎饼 不错 可惜 蘑菇 油炸
0,太慢 菜 焖 没法 吃
0,东西 错
0,送餐 速度 快 套餐 里 小菜 回事儿
1,汇源 果汁 搞 苦汁 不错 肘子 卷 小块 肥肉 瘦肉 总体 不错 推荐 购买
1,风 骑士 送来 热 速度 真心 快
0,去掉 片
0,玩意 一个多 小时 没 送到 再也
1,超 好喝 快递 小哥 热情 速度 很快
1,骑手 师傅 真心 快 服务态度
1,不错 喜欢 大小 饭盒 味道 不错 送来 凉
0,鸡排 咸 还糊 意面 油太大 好吃 重点 吃 意面 筷子 叉子
1,挺 服务态度 挺
0,土豆 肉丝 没见 肉
0,鱼 豆腐 我要 特别 赞 推荐 不好 说 每人 口味 刚刚 听说 不辣 系列 鸭 翅 品种 找到 微辣 鸭 翅 说 货 花生 收到 情况 没个 解释
1,蔬菜 特别 辣 土豆丝 辣椒 总体 不错 吃 辣 记得 备注
0,快递 熟悉 路线 分不清 东南西北 晚 一点 元 菜 贴着 元 字样 元 菜 菜 一点 咸菜 太坑 元 套餐 菜 刚定 取消 只能 定 活动 参加 办 样子 点 搞 变贵菜 少 超级 少
0,味道 不太 喜欢
0,送餐 很快 味道
0,订单 不送 小时 显示 订单 送
1,鸡汤 咸死 入 囗
0,难吃 更
0,俩 小时 太 慢 卷饼 倒 还行
0,速度 快 态度
0,饭 凉 透 味道 特别 难吃
1,小哥 不错 送上来
0,送餐 时间
1,送 慢 挺
0,送 餐员 太 海带 汤汁 全 嗮 弄 里外 筷子 湿 请 下回
1,地道 口 重 略 咸
0,汤 撒
0,少 烤 肠 来个 差评
1,还行 味道 喜欢 一般般
1,麦香 味道 棒棒 滴 速度 力 老板 个赞 快递 小哥 个赞
1,努力 真的 没 查收 几分 送到 误解 店家 对不起 订 追加 好评 算是 道歉 谢谢
0,饺子 太少
1,黄 太极 里 巨无霸
0,送餐 不错 送 饺子 没送 调料
1,不错 肉 确实 够 够 实在 饼 薄点
1,肯能 距离 远 配送 比较慢
0,菜少 还行
0,发错 我要 石锅 拌 饭 送 炒饭
1,味道 不错 份量 够 足 速度 快 态度
0,菜量 太少 味道
0,肉 菜 饭 肘子 饼 放 点 生菜 行不行
1,总体 满百 送 可乐 没 见到
0,没 送来 没人接 电话
1,行 豆腐脑 味道 不行
1,饼 不错 粥 凉 送餐 最快
1,好吃 卫生 满意
1,速度 很快 服务态度
1,喜欢 宇宙 卷饼 送餐 很快 划算
0,电话 说 撒 取消 客服 说 补送 五个 小时 没人来 电话 事 解决
0,送 好慢 说 店家 少 做 一份
0,咖啡 送到 半杯
0,发现自己 定 红烧 牛肉 送 梅菜 扣肉 想 牛肉 变 太蠢
0,前 几天 定下 单 半小时 取消 订单 定晚 分钟 再定 太 耽误时间 煎饼 味道 行 辣 路边 煎饼 加个 油条 撒上 肉松 可乐 塑料杯 没汽 中关村 订是 听装
1,挺好吃 凉拌 木耳 味道
1,喜欢 满意
1,杂酱 面量 很大 味道 不错 油太大 吃 完 腻 藕 丁 爽口
1,味道 不错 慢 点儿
0,酸辣 土豆丝 放 生姜
0,送餐 时间 好长 一个多 小时
1,好吃 海带丝 更 入味 完美
0,满意 实物 图片 东西 说 点到 点 送到 点 多才 失望
1,喜欢 喝 昨天 忘 半糖
0,請 拿放 久 冰品 飲料 欺騙 消費者 喝 時候 水味
1,订 他家 饭 好吃
0,餐 送 不到 电话 没人接 真是太 差劲
0,饭 不错 速度慢
0,饼 带 汤 洒 淌 南瓜 粥 一点 味
0,暂不说 四五个 电话 点多定 餐 点 早 上班 手里 早点 说 送 不到 送到 真想 这份 饭 想想 没 欠 解释 想 订 希望 类似 错误 不容 发生
0,东西 实在 太 难吃 没吃过 难吃 久久 丫 假
1,送餐 很快 师傅 辛苦
1,想象 高大 好多 好吃
0,配送 态度 太 差 投诉
1,饺子 好吃 送餐 很快
0,跟华茂 那家
1,饭馆 离家 一站 俩 小时 送来 冬至 吃饺子 太慢 百度 赔付 逾时 费 确实 没想到
0,菜 太 难吃 油太大 肉 新鲜 光顾 快递 员 不错
0,低 评价 真怒 早 点 一过 下单 晚到 分钟 不上 打电话 说 孩子 饿 不停 叫唤 送来 传统 早餐 套配 错 一杯 豆浆 咸菜 油条 豆腐脑 不知 所踪 没 补 点 送来 中午饭 真心 愉快
1,送得慢 下午 一兩點定 一個 多小時 不過 味道 真的 不錯 包裝 起來 貼心 正 能量 卷餅
0,小时 送到 送 餐员 脸皮 够 厚
0,现做 没事 至少 热
0,三杯 咖啡 洒 两杯 差评 愤怒
1,送餐 师傅 服务 超好 满意
0,送 很慢 足足 一个半 小时 再过 分钟 晚点 半价
0,收到 送餐 无耻 默认 买家 收到
0,两次 送错 粉 下单 牛腩 粉 送餐 单子 写 排粉 送 红烧肉 粉 价格 我点 便宜 情况 差评
0,送餐 超级 慢 送 餐员 态度 不好 客服 催单 没 人理 取消 订单 取消 超级 差劲
0,挺 搞笑 一个半 钟头 终于 打电话 通知 去取 餐 送餐 说 半个 钟头 下次 拒收
0,午饭 送到 晚餐 时间 没 送到 醉 退单
1,快点 更好
0,店里 吃 第一次 定 外卖 鸡肉 少 可怜 额外 买 油菜 三颗 叶子 太 失望
0,真无语 写别 忘 辣酱 意义
0,改名 全宇宙 最慢 卷饼 点 分 下单 点 分 送达
0,送餐 太慢 面泡 没 味道
0,饭 配送 很快
1,晚 小时 醉
0,花蛤里 全是 沙子
0,速度 太慢
0,香辣 鱼块 做 太 难吃
